EINSATZORT ID;EINSATZORT BEZEICHNUNG;EINSATZORT STRASSE;EINSATZORT PLZ
MNFM100135426;Hermann Meyer GmbH & Co. KG;Mindener Straße 6 - 10 ;32547
MN182927;Löhne;BÜNDERSTR. 36;32584
MNFM100124921;3678 Löhne;Kampstr. 22;32584
MN182954;Vlotho;POSTSTR. 3;32602
MNFM100124147;Hüllhorst;Schnathorster Str. 182;32609
MN182925;Lemgo;AN DER BEGA 26;32657
MNFM100133240;3680 Lemgo;Grevenmarschstr. 58;32657
MN182931;Lügde;PYRMONTER STR. 70;32676
MN182923;Kalletal;LEMGOER STR. 11;32689
MN182905;Extertal;BRUCHSTR. 16;32699
MNFM100121277;Detmold;WITTEKINDSTR. 26;32756
MN18467;3674 Lippe;Wittekindstr. 11;32758
MN182926;Lage;ELISABETHSTR. 23;32791
MN182914;Horn-Bad Meinberg;KAMPSTR. 1;32805
MN182890;Blomberg;ROSENSTR. 7;32825
MN182950;Steinheim;Ottenhausener Str. 27;32839
MN182888;Bad Driburg;POSTSTR. 2;33014
MN182889;Brakel;Rieseler Feld 10;33034
DUP354-MN184;Paderborn 11;BALHORNSTR. 15-23;33102
MN182939;Paderborn 302;Sporckweg 9;33104
DUP649-MN181;3675 Paderborn;Navarrastr. 10;33106
NEUDUP645-MN181;Fgr. Transport Paderborn;Halberstädter Str. 81;33106
MN182900;Delbrück;Eulenweg 5;33129
MN182878;Büren;WERKSTR. 3;33142
MN182951;Salzkotten;ANTON-BARTSCHER-STR. 2;33154
MN182921;Hövelhof;INDUSTRIESTR. 5a;33161
MN182930;Lichtenau;DRIBURGERSTR. 2;33165
MN182876;Bad Lippspringe;AN DER EICHE 1;33175
MN182957;Bad Wünnenberg;Graf-Zeppelin-Str. 14;33181
MN18470;3676 Gütersloh;Bartels Feld A 20;33330
MNFM100135183;Großannahme Gütersloh;Bartels Feld A 20;33330
DUP348-MN184;Gütersloh;Bartels Feld A 20;33332
MN182943;Rheda-Wiedenbrück;HAUPTSTR. 141;33378
MNFM100133500;3679 Rheda-Wiedenbrück;Kupferstr. 29;33378
MN182944;Rietberg;Konrad-Adenauer-Str. 31;33397
MN182953;Verl;LEINENEWEG 45;33415
MN182920;Harsewinkel;Dieke 8;33428
MNFM100130800;Herzebrock-Clarholz;Dieselstr. 126;33442
MN182893;Bielefeld 1;NAHARIYASTR. 1;33602
MNFM100126580;Geschäftskunden -u.Firmenkunden;Herforder Str 20;33602
MN182874;Bielefeld 305;REICHENBERGER STR. 44;33605
MNFM100130181;ZUI_Köster_GmbH_Herford_LR33;Am Strebkamp 20;33607
DUP599-MN181;3677 Bielefeld;Stadtheider Str. 45;33609
MN182898;Bielefeld 314;Hauptstr. 203;33647
MNFM100112710;DHL Global Forwarding GmbH;Sennerstr. 141;33647
MNFM100120115;3661 Bielefeld MechZB (05);Südring 96;33647
MN182880;Bielefeld 311;SENNESTADTRING 7;33689
DUP591-MN181;HUB 33 - stationär;Dingerdisser Str. 37;33699
MN18462;3671 Bielefeld PZ;Dingerdisser Str. 37;33699
MNFM100007976;FZ Bielefeld;Dingerdisser Str. 37;33699
MNFM100133520;3671 Bielefeld PZ;Dingerdisser Str. 37;33699
NEUDUP591-MN181;PZ 33 Bielefeld;Dingerdisser Str. 37;33699
MNFM100007054;SC Bielefeld//Fr Wolf;Teltower Str. 20 a;33719
MNFM100124586;DHL Express GmbH (Hamdan GmbH);Ludwig-Erhard-Allee 33;33719
MNFM100125045;DHL Express Bielefeld;Ludwig-Erhard-Allee 33;33719
MNFM100125904;DHL Express Bielefeld GmbH;Ludwig-Erhard-Allee 33;33719
MN182894;Bielefeld 315;IM HAGEN 4;33739
MN182949;Schloß Holte-Stukenbrock;ALTENKAMP 2;33758
MNFM100131683;helplineProR&R Automobile GBR;Beckersheide 1;33758
MN182955;Versmold;WIESENSTR. 11;33775
MN182922;Halle;GARTNISCHER WEG 164;33790
MN182952;Steinhagen;CARL-BENZ-STR. 18;33803
MN182928;Leopoldshöhe;ALLEESTR. 12a;33818
MN183074;KASSEL 1;Gießbergstraße 22;34117
MNFM100114486;Service - ZSPL Kassel;Untere Königstraße 95;34117
MNFM100136769;PB Firmenkunden AG;Untere Königsstraße 50;34117
DUP372-MN184;Abt. 32 VERKEHR Kassel;HEINRICH-HERTZ-STR. 101;34123
MN183072;KASSEL 3;Leipziger Str. 100;34123
MNFM100005276;Service - BZ Kassel;Heinrich-Hertz-Str. 101;34123
MNFM100007464;BZ 34 KASSEL  Abt. 31- stationär;Heinrich-Hertz-Str. 101;34123
MNFM100007838;BU Kassel;Antonius-Raab-Str. 20;34123
MNFM100114746;Station OPS EXPRESS Kassel;Antonius-Raab-Str. 20;34123
MNFM100122210;ZB Kassel Mech 1;Rudolf- Diesel-Straße 12;34123
MNFM100122652;ZUI_Bayer_Kassel_LR 34, 36;Heiligenröder Str. 19;34123
MNFM100127300;DHL Express Kassel;Antonius Raab Str. 20;34123
MNFM100008627;KASSEL 5;Wolfhager Straße 367;34128
MN183073;KASSEL 2;Korbacher Str. 173;34132
MN183081;MELSUNGEN;Unter dem Schöneberg 15;34212
MN183054;BAUNATAL;Stettiner Str. 8;34225
MN183059;FULDATAL;Veckerhagener Str. 51;34233
MN183092;VELLMAR;RATHAUSPLATZ 8;34246
MN183079;LOHFELDEN;LANGE STR. 14;34253
MN183075;KAUFUNGEN;LEIPZIGER STR. 265-267;34260
MNFM100129820;Sg 3540 Betriebssteuerung;Hannoversche Str. 70;34266
MN183058;FULDABRÜCK;FLUGHAFENSTR. 5;34277
MN183064;GUXHAGEN;Grifter Str. 1;34302
MN183082;NAUMBURG;INDUSTRIESTRASSE 4;34311
MN183067;HABICHTSWALD;WOLFHAGER STR. 65;34317
MNFM100006163;DHL Freight GmbH Malsfeld;Pliwastr. 3;34323
MN183069;HANN. MÜNDEN;Bahnhofstr. 27;34346
MN181004;ZB STAUFENBERG  (3400);Im Rotte 2;34355
MN183090;STAUFENBERG;Niestetalstr. 27;34355
MNFM100005263;HUB Staufenberg;Im Rotte 1;34355
MNFM100005279;Service - PZ Staufenberg;Im Rotte 2;34355
MNFM100006451;DHL Home Delivery GmbH;Vor der Hecke 4-12;34355
MNFM100007051;HUB Staufenberg;Im Rotte 1;34355
MNFM100007201;Abt. 35 STAUFENBERG - stationär;Im Rotte 2;34355
MNFM100123149;Hub Staufenberg;Im Rotte 1;34355
MNFM100134464;ZG7200//Hr Bürmann;Im Rotte 2;34355
MNFM100136409;Staufenberg Wartung & Technik;In den Wieden 2;34355
MNFM100136569;Brexit Halle Staufenberg Lutterb;Vor der Hecke 9;34355
MNFM100137529;HUB Staufenberg Hr Burhenne;Im Rotte 1;34355
NEUDUP87-MN181;Abt. 32 VERKEHR Staufenberg;IM ROTTE 2;34355
MN183065;HOFGEISMAR;Bessemer Straße 3;34369
MN183070;IMMENHAUSEN;UNTERE BAHNHOFSTR. 16;34376
MN183050;BAD KARLSHAFEN;Gerbergasse 1;34385
MNFM100133950;NL MKV, ZG 4400 // Hr Paukstat;Mittelstr 11;34393
MN183101;WARBURG;Industriestraße 23;34414
MNFM100005281;Service - ZSPL Warburg;Kasseler Str. 1-7;34414
MN183080;MARSBERG;In der Marsch 44 B;34431
MN183097;BORGENTREICH;Emmerkertorstr. 11;34434
MN183049;BAD AROLSEN;RAUCHSTR. 2;34454
MN183098;WOLFHAGEN;BURGSTR. 35;34466
MN183071;KORBACH;POSTSTR. 3;34497
MN183099;WILLINGEN;KORBACHER STR. 12 (US);34508
MN183093;VÖHL;GARTENSTR. 2;34516
MN183051;BAD WILDUNGEN;Itzelstraße 3;34537
MNFM100131682;helplinePro Autohaus Marc;Berliner Str. 6;34537
MN183066;HOMBERG;KONRAD-MUTH-STR. 5;34576
MN183053;BORKEN;Pferdetränke 16;34582
MNFM100119455;WABERN;FORSTSTRASSE 14;34590
MN183088;SCHWALMSTADT;Kratzenberg 2;34613
MNFM100005282;Service - ZSPL Schwalmstadt;Kratzenberg 2;34613
MN183083;NEUKIRCHEN;PRINZENTEICH 2;34626
MNFM100131712;helplinePro Autowerk;Schwalmtalstr. 21;34628
MN182351;Marburg;Industriestr. 17;35041
DUP278-MN184;Frankenberg;Sudetenstraße 3;35066
MN182324;Gladenbach;Marktplatz 5;35075
MN182312;Bad Endbach;Schlierbacher Straße 15;35080
MN182361;Wetter;Marburger Straße 12;35083
BT35100000052;Allendorf/Eder;Riedweg 30;35108
MN182308;Biedenkopf;Hospitalstraße 52;35216
MN182315;Dautphetal;Pützwiese 6;35232
DUP280-MN184;Stadtallendorf;Bahnhofstraße 1;35260
MN182341;Kirchhain;An der Ohmtalbahn 16;35274
MN182328;Gemünden/Wohra;Raingärten 12;35285
MN182325;Grünberg;Rosengasse 16-22;35305
MN182338;Homberg/Ohm;Zur Hart 2;35315
MN182343;Laubach;Wildemannsgasse 9;35321
MN182348;Mücke;Bahnhofstraße 111;35325
MN182327;Gießen;Bahnhofstr. 82-86;35390
MN182340;Hungen;Sudetenstraße 37;35410
MN182344;Lich;Heinrich-Neeb-Straße 28;35423
MN182323;BZ Gießen 32;Poststraße 4-6;35428
MN182346;Langgöns;Am Mandlerwasen 1;35428
MNFM100005535;BZ Gießen 31;Poststraße 4-6;35428
MNFM100005537;BZ Gießen 19;Poststraße 4-6;35428
MNFM100114446;BZ Gießen 33;Poststraße 4-6;35428
MNFM100130761;MechZB Langgöns;Am Mandlerwasen 4;35428
MNFM100133680;MechZB Langgöns;Am Mandlerwasen 4;35428
MN182353;Reiskirchen;Schulstraße 11;35447
MNFM100135763;WEISS UMWELTTECHNIK GMBH;Greizer Str. 41-49 ;35447
DUP751-MN181;ZB Lollar;Justus-Kilian-Straße 18;35457
MN182345;Lollar;Justus-KIlian-Str. 18;35457
MN18999;ZB Marburg;Justus-Kilian Str. 18;35457
MN182354;Rabenau;Eichweg 12;35466
MN182310;Butzbach;Otto-Hahn-Str. 11;35510
DUP282-MN184;Wetzlar;Dillfeld 8;35576
MNFM100123491;ZUI_Fa. Nau_LR35;Hermannsteiner Str. 46;35576
MN182307;Braunfels;Borngasse 44;35619
MN182318;Ehringshausen;Bahnhofstraße 74;35630
MN182356;Schöffengrund;Rheinfelserstr. 1;35641
MN182334;Hohenahr;Jahnstraße 1c;35644
DUP276-MN184;Dillenburg;Poststraße 2;35683
MN182339;Haiger;Walkenmühlstraße 27;35708
MNFM100134623;DHL Express SP-Depot Haiger;Sechsheldener Str. 122;35708
MN182320;Eschenburg;Friedrichstr. 53;35713
MN182336;Herborn;Bahnhofsplatz 2;35745
MNFM100004091;FSP Herborn;Bahnhofsplatz 2;35745
MN182326;Greifenstein;Haierner Straße 36;35753
MN182365;Weilburg;Mittler Friedenbach 1;35781
MNFM100117870;Ast OT Elkerhausen;Zum Berg 11;35796
MN18991;LEHNERZ;Daimler-Benz-Str. 13;36039
MNFM100134604;ZB Fulda-Lehnerz;Daimler-Benz-Str. 13;36039
MNFM100114485;Service - ZSPL Fulda;Rangstr. 35;36043
NEUDUP268-MN184;FULDA 1;Rangstraße 35;36043
NEUMN182260;HÜNFELD;Molzbacher Straße 2a;36088
NEUMN182276;SCHLITZ;BAHNHOFSTR. 13;36110
NEUMN182256;HILDERS;MÜHLGASSE 4;36115
NEUMN182268;NEUHOF;FULDAER STRASSE 3 - 5;36119
MNFM100005280;Service - BZ Fulda;Zum Lingeshof 1a;36124
MNFM100007465;BZ 36 FULDA  Abt. 31- stationär;Zum Lingeshof 1a;36124
NEUDUP270-MN184;Abt. 32 VERKEHR Fulda;ZUM LINGESHOF 1A;36124
NEUMN182244;EICHENZELL;Zum Lingeshof 1a;36124
NEUMN182252;GERSFELD;FULDAER STR. 9;36129
NEUMN182245;EITERFELD;SCHULSTR. 4;36132
NEUMN182253;GROßENLÜDER;HERRENGASSE 3;36137
NEUMN182258;HOFBIEBER;SCHULWEG 1;36145
NEUMN182239;BURGHAUN;BURGSTR. 5;36151
NEUMN182241;BEBRA;Im Bilder 14;36179
NEUMN182275;SONTRA;Mühlbergstr. 4;36205
MNFM100005283;Service - ZSPL Bad Hersfeld;Hainstraße 5a;36251
MNFM100008238;DHL Home Delivery GmbH;Im Fuldatal 2;36251
MNFM100135083;DHL 2-Mann-Handling GmbH;Im Fuldatal 2;36251
NEUMN182240;BAD HERSFELD;HAINSTR. 5A;36251
MNFM100127304;Philippsthal;Parkstraße 2;36269
MNFM100005278;Sevice - Depot Niederaula;Schlitzer Str. 50;36272
MNFM100119712;DEPOT NIEDERAULA - Stationär;Schlitzer Str. 50;36272
MNFM100120516;5452-1 Betriebstechnik;;36272
NEUBT36100000000;Abt. 32 VERKEHR Niederaula;Schlitzer Str. 50;36272
RT30100000280;NL IPZ 2 Niederaula;Schlitzer Str. 50;36272
NEUMN182265;KIRCHHEIM;BAHNHOFSTR. 3;36275
NEUMN182274;SCHENKLENGSFELD;AN DER LINDE 14-16;36277
NEUMN182235;ALSFELD;Konrad-Adenauer-Straße 9;36304
NEUMN182267;LAUTERBACH;GARTENSTRASSE 11;36341
NEUMN182251;GREBENHAIN;HAUPTSTR. 6;36355
NEUMN182257;HERBSTEIN;HESSENSTR. 91;36358
NEUMN182272;SCHLÜCHTERN;BAHNHOFSTR 14;36381
NEUMN182254;GEISA;Am Oberriet 3A;36419
NEUMN182238;BAD SALZUNGEN;Leimbacher Str. 86;36433
NEUMN182242;BAD LIEBENSTEIN;HERZOG-GEORG-STR. 29;36448
NEUMN182243;Dermbach;Hinter dem Schloß 2;36466
NEUMN182277;TIEFENORT;IM RODLAND 2;36469
NEUDUP290-MN184;Göttingen 1;Heinrich-v-Stephan-Str 1-5;37073
NEUMN182457;Göttingen 2;Große Breite 10;37077
MN18992;ZB Göttingen;Robert-Bosch-Breite 10;37079
MNFM100005213;BZ Göttingen Abt 31;SIEKHÖHENALLEE 1;37081
MNFM100005638;Göttingen 4;Siekhöhenallee 1;37081
MNFM100006934;BZ Göttingen Hausservice;Siekhöhenallee 1;37081
MNFM100123281;ZUI_VW_Zentrum_Göttingen_LR 37;Kasseler Landstr. 53-69;37081
MNFM100130162;SNL P&P//Hr Wiegand;Siekhöhenallee 1;37081
MNFM100132760;NL IP - ZG // BZ 37 Göttingen;Siekhöhenallee 1, Raum 106;37081
MNFM100135104;Service - ZSPL Göttingen;Siekhöhenallee 1;37081
MNFM100135105;Service - BZ Göttingen;Siekhöhenallee 1;37081
NEUDUP292-MN184;Abt. 32 VERKEHR GÖTTINGEN;SIEKHÖHENALLEE 1;37081
NEUMN182477;Göttingen (Rosdorf);Siekhöhenallee 1;37081
NEUMN182445;Duderstadt;BOSTALSTR. 16;37115
NEUMN182439;Bovenden;RATHAUSPLATZ 8;37120
MNFM100135353;Alphabet Fuhrparkmanagement;Raiffeisenstrasse 5a ;37124
MNFM100135493;KomTec GmbH;Raiffeisenstrasse 5a ;37124
MNFM100135554;Peter Meineke GmbH & Co. KG;Raiffeisenstrasse 5a ;37124
MNFM100135560;AHLBORN GmbH Unimog-;Raiffeisenstr 5a;37124
NEUMN182455;Gleichen;Waldstr. 35;37130
NEUMN182450;Friedland;HEIMKEHRERSTR. 5;37133
MNFM100003965;FSP Northeim;Graf-Otto-Str. 6;37154
NEUMN182474;Northeim;GRAF-OTTO-STR. 6;37154
MNFM100135504;Autohaus Wiens GmbH & Co. KG;Wiesenstrasse 15 ;37170
NEUMN182479;Uslar;Bahnfofstr. 6-8;37170
NEUMN182461;Hardegsen;Gewerbeallee 33;37181
MNFM100136469;Katlenburg-Lindau (Ausw. North.);Bundesstr. 85;37191
NEUMN182482;Witzenhausen;SÜDBAHNHOFSTR. 6;37213
NEUMN182468;Hessisch-Lichtenau;MÜHLWEG 41;37235
NEUMN182440;Bad Sooden-Allendorf;AM BAHNHOF 3;37242
MNFM100003237;FSP Eschwege;Eisenacher Str. 19;37269
NEUMN182446;Eschwege;Eisenacher Str. 19;37269
MNFM100132140;helplinePRO Kfz-Service Teßmann;Leipziger Str.;37296
MNFM100135103;Service - ZSPL Heiligenstadt;Josef-Rodenstock-Str. 3;37308
NEUMN182467;Heilbad Heiligenstadt;Josef-Rodenstock-Str. 3;37308
MNFM100003239;Leinefelde;Dünblick 2;37327
NEUMN182481;Worbis;Bodenfeldstraße 11;37339
NEUMN182454;Am Ohmberg;Am Ölgraben 8;37345
MNFM100003241;Herzberg;Lilienthalstr. 4;37412
NEUMN182438;Bad Lauterberg;Wistobastr. 5;37431
NEUMN182460;Gieboldehausen;Stockenbreite 15;37434
NEUMN182434;Bad Sachsa;ROßKOPFSTR. 22;37441
NEUMN182476;Osterode;Über der Landwehr 2;37520
MNFM100007135;W. L. Direct Marketing Sol. GmbH;Hansestr. 2;37574
MNFM100118565;InHause Service GmbH;Hansestr. 2;37574
MNFM100128140;DP E-Post Solutions GmbH;Hansestraße 2;37574
MNFM100135106;Service - ZSPL Einbeck;Kolberger Str. 12;37574
NEUMN182449;Einbeck;Kolberger Str. 12;37574
NEUMN182433;Bad Gandersheim;KRIEGERWEG 7;37581
NEUMN182465;Holzminden;BAHNHOFSTR. 25;37603
NEUMN182437;Bodenwerder;BRÜCKENSTR. 2;37619
NEUMN182478;Stadtoldendorf;Papenbreite 9;37627
MNFM100118798;FSP Höxter;Ufer Str. 2;37671
NEUMN182466;Höxter;UFERSTR. 2;37671
NEUMN182436;Beverungen;LINDENSTR. 2;37688
MNFM100135534;Bluekens truck en bus B.V.;Centurionbaan 70 20 ;3769
MNFM100117105;Braunschweig 4;Berliner Str. 52d;38104
MNFM100123280;ZUI_AH_Braunschweig_LR 38;Bevenroderstr. 10;38108
MN181534;BZ Braunschweig Abt 32;Christian-Pommer-Str. 6;38112
MNFM100005048;BZ Braunschweig (Verw.Fz);Christian-Pommer-Str. 6;38112
MNFM100005212;BZ Braunschweig Abt 31;Christian-Pommer-Str. 6;38112
MNFM100005214;BZ Braunschweig Abt 33 QM;Christian-Pommer-Str. 6;38112
MNFM100006912;BZ Braunschweig Abt 39 Hausservi;Christian-Pommer-Str. 6;38112
MNFM100115225;BZ Braunschweig Abt 31 MOBIS;Christian-Pommer-Str. 6;38112
MNFM100119095;Kundenservicecenter;Christian-Pommer-Str. 6;38112
MNFM100133701;Arbeitsschutz-Sozailes;Christian-Pommer-Str. 6;38112
BT38100000000;Braunschweig 2;Hinter dem Turme 12;38114
BT38100000001;Braunschweig 3;Hinter dem Turme 12;38114
MNFM100126320;Braunschweig  (Schwülper);Hinter dem Turme 12;38114
MNFM100117626;Braunschweig 5;Büchnerstraße 6;38118
MNFM100005754;DHL Home Delivery GmbH;Marienberger Str. 10;38122
MNFM100121356;ZuB SP Braunschweig;Stobwasserstr. 8;38122
MN181501;Braunschweig 1;Hauptgüterbahnhof 36d;38126
MNFM100004032;FSP Braunschweig;Am Hauptgüterbahnhof 24;38126
MNFM100122110;3901 Braunschweig MechZB;Stephensonstr. 6;38126
MN181526;Königslutter;Bahnhofstr. 28;38154
MN181549;Vechelde;Kolpingstr. 9;38159
MN181512;Cremlingen;IM Zehnmorgen 5;38162
MN181543;Schöppenstedt;STOBENSTR. 52;38170
MN181544;Sickte;BAHNHOFSTR. 7;38173
MN181551;Wendeburg;Braunschweiger Str. 32;38176
MN181545;Salzgitter 1;Hans-Birnbaum-Str. 12;38229
MNFM100123460;3902  Salzgitter;Rüdekenstr. 6;38239
MN181538;Salzgitter 50;Daimlerstr. 9;38259
MNFM100128340;Salzgitter;Daimlerstr. 12;38259
MNFM100131684;helplinePro Autorecycling Lesum;Benzstr. 6;38259
MN181530;Lengede;Lafferder Str. 5;38268
MNFM100135558;Autohaus Piske GmbH;Ahlumer Straße 86 ;38302
MN181550;Wolfenbüttel;Wilhelm-Mast-Str. 6;38304
MN181541;Schladen;IM GEWERBEGEBIET 19;38315
MN181521;Helmstedt;Im Lohen 15;38350
MNFM100004030;FSP Helmstedt;Im Lohen 15;38350
MNFM100131707;helplinePro Auto-Bottke GmbH;Braunschweiger Tor 6;38350
MN181542;Schöningen;Grasmühle 6;38364
MNFM100135575;Deutsche Leasing Fleet GmbH;Ladestraße Halle 12 ;38436
MN181515;Wolfsburg 30;Lehmkuhlenfeld 15;38444
MN181553;Wolfsburg 10;Lehmkuhlenfeld 15;38444
MNFM100004029;FSP Wolfsburg;Lehmkuhlenfeld 15;38444
MNFM100122109;3904 Wolfsburg;Lehmkuhlenfeld 15;38444
MN181548;Wolfsburg 20;ACHTENBÜTTEL WEG 16;38448
MN181546;Velpke;Bahnhofstr. 23;38458
MN181525;Jembke;Hauptstr. 35-37;38477
MN181527;Klötze;Am Eichholz 7;38486
MN181519;Gifhorn;BAHNHOFSTR. 2;38518
MN181533;Meine;HAUPTSTR. 34;38527
MN181502;Meinersen;Diekhorster Str.26;38536
MNFM100132121;Gifhorn Sassenburg;Dämmstoffwerk 100;38542
MN181510;Calberlah;An der Sporthalle 3;38547
MN181517;Goslar;Gerhard-Weule-Str. 11;38644
MNFM100003968;FSP Goslar;Gerhard-Weule-Str. 11;38644
MN181507;Bad Harzburg;Am Güterbahnhof 3;38667
MN181511;Clausthal-Zellerfeld;Schalker Weg 14a;38678
MN181531;Langelsheim;KROPSKAMP 3;38685
MN181547;Goslar 20;AM GÜTERBAHNHOF;38690
MN181508;Braunlage;MARKTSTR. 22;38700
MN181540;Seesen;Braunschweiger Str. 38;38723
MNFM100003967;FSP Halberstadt;IN DEN LANGENSTÜCKEN 21;38820
MNFM100004927;Halberstadt;In den langen Stücken 21;38820
MN181535;Osterwieck;BAHNHOFSTR. 3;38835
MN181503;Badersleben;ALBERT-KLAUS-STR. 1;38836
MN181552;Wernigerode;Kratzensteinring 6;38855
MN181524;Ilsenburg;Bakenröder Str.8;38871
MNFM100135535;AHAG Bochum GmbH;Brockenblick 12 ;38871
MN181504;Blankenburg;Am Hasenwinkel 2;38889
MNFM100131840;Magdeburg 10;Stresemannstr. 18-19;39104
MN183524;Magdeburg 3;Berliner Chaussee 106-112;39114
MN183523;Magdeburg 7;Halberstädter Chaussee 123;39116
MNFM100135454;Autohaus Hentschel GmbH;Halberstädter Chaussee 200 ;39116
MNFM100135582;Autohaus Hessengarage GmbH;Halberstädter Chaussee 200 ;39116
MNFM100135633;NL Autohaus Hentschel GmbH;Halberstädter Chaussee 200 ;39116
MN183517;Magdeburg 6;Lunochodstr. 109;39118
MN183518;Magdeburg 5;Alt Salbke 60-63;39122
MN183516;Magdeburg 8;Lübecker Str. 31;39124
MN183520;Magdeburg 12;Bruno-Taut-Ring 157;39130
MN183501;Wanzleben;Windmühlenbreite 31;39164
MN183525;Niederndodeleben 1;Martin-Luther-Str. 8;39167
MN183499;Sülzetal 1;Hauptstr. 28b;39171
MN183527;BZ 39 Osterweddingen Abt. 32;Lange Göhren 7;39171
MN183528;BZ Magdeburg Abt. 32 (WF);Lange Göhren 7;39171
MN183529;BZ Magdeburg WF/QM;Lange Göhren 7;39171
MN18671;3900 Osterweddingen;Lange Göhren 10;39171
MNFM100005233;BZ Magdeburg WF / Serv.Fz.;Lange Göhren 7;39171
MNFM100113967;BZ Magdeburg Abt. 31;Lange Göhren 7;39171
MNFM100115906;BZ Magdeburg Abt. 31;Lange Göhren 7;39171
MNFM100118305;PZ Sülzetal Abt. 35;Lange Göhren 10;39171
NEUFT39100000007;FZ 39.00 Abt. 22 Osterweddingen;Lange Göhren 10;39171
MN183539;Wahlitz;Gerstenberg 19;39175
MNFM100123360;3908 Barleben;Lindenallee 8;39179
MN183532;Schönebeck (Elbe) 5;Republikstr. 34;39218
MN183504;Calbe (Saale) 1;Hospitalstr. 2;39240
MN183542;Zerbst/Anhalt;Heidmathen 5;39261
MN183500;Burg 3;Lindenallee 32;39288
MN183503;Burg 1;Markt 8-9;39288
MN183509;Genthin 3;Magdeburger Str. 14;39307
MN183541;Wolmirstedt 1;Seegrabenstr. 3a;39326
MN183511;Haldensleben 1;Warmsdorfer Str. 18;39340
MN183506;Erxleben 2;Lustgartenbreite 2;39343
MN183530;Oschersleben (Bode) 2;Am neuen Teich 21;39387
MNFM100132560;helplinePro Auto Partner Kohlste;Am neuen Teich 2;39387
MN183538;Völpke 2;Ellersdorfer Weg 1;39393
MN183535;Staßfurt 1;Marnitzer Weg 1;39418
MN183507;Egeln 1;Wiesenstr. 2b;39435
MN183536;Tangerhütte 2;Stendaler Str. 27-29;39517
MN183534;Schönhausen (Elbe) 1;Am Bismarckpark 5;39524
MN183513;Havelberg 1;Wilsnacker Str. 6a;39539
MN183531;Stendal 2;Bahnhofstr. 33-33A;39576
MNFM100003303;Stendal 9;Industriestr. 28;39576
MNFM100124570;ZUI_Rosier_LR39;Arneburger Straße 140;39576
NEUFT39100000008;FZ 39.12 Abt. 22 Stendal;Industriestraße 28;39576
MN183526;Osterburg (Altmark) 2;Am Bültgraben 3;39606
MN183514;Kalbe (Milde) 2;Buchenweg 3a;39624
MN183508;Gardelegen 2;Am Kuhschlagweg 1;39638
MNFM100131860;Schröter Team GA StS Werkstatt;An den Burgstücken 11;39638
MN183519;Mieste 2 Gardelegen 7;Wilhelmstr. 67;39649
MNFM100134043;Firmenkunden// Hr Matena;Immermannstr. 65c;40201
MNFM100111465;Zentrale, Abt 21B4, Packstation;Konrad-Adenauer-Platz 1;40210
MNFM100123240;KA DP DHL / PM DPI West;Konrad-Adenauer-Platz 1;40210
MNFM100129941;Zentrale, Abt 21B4, Packstation;Erkrather Str. 377-389;40210
MNFM100008477;c/o Deutsche Bank AG Düsseldorf;Bastionstr. 32;40213
MN181868;Düsseldorf 2;Suitbertusstr. 16;40223
MNFM100136691;NL MKV// Hr Pursch;Erkrather Str. 377-389;40231
DUP202-MN184;Düsseldorf 10;Fichtenstr. 127;40233
MN18586;ZB Düsseldorf  (mechZB);Fichtenstraße 125;40233
MNFM100135349;Alphabet Fuhrparkmanagement;Höher Weg 181 ;40233
MNFM100135415;NRW Garage Düsseldorf;Höher Weg 181 ;40233
MNFM100135600;Sachsengarage GmbH;Höher Weg 181 ;40233
MNFM100136892;Fa. AWISTA;Höherweg 222;40233
MNFM100137191;Autotechnik Pekcan;Behrenstr. 6;40233
MNFM100008550;DHL Express Austria GmbH;Franzosenhausweg 45;4030
MN181865;Düsseldorf 30 (Derendorf);Kalkumer Str. 70;40468
MNFM100136894;Karl Slagmann GmbH;Ulmenstr. 279;40468
MNFM100119335;c/o Helaba Landesbank Hessen-Thü;Uerdinger Str. 88;40474
MNFM100005965;DHL Freight GmbH Düsseldorf;Kennedydamm 15;40476
MN181866;Düsseldorf 31 (Kaisersw.);St.-Göres-Str. 16;40489
MNFM100135767;Herr Roland Oetker;Bockumer Straße 121 ;40489
MNFM100008161;ÜP Düsseldorf Sportstr.;Sportstr. 15;40547
MNFM100135433;NRW Garage Düsseldorf;Burgunder Str. 17-25 ;40549
MNFM100135599;Sachsengarage GmbH;Burgunder Str. 17-25 ;40549
MN181864;Düsseldorf 13 (Holthausen);Bonner Str. 29;40589
MNFM100114649;Pressestelle;Bonner Str. 29;40589
MNFM100124041;TU Hamacher - ZB Düsseldorf;Bonnerstr. 225;40589
MNFM100124980;ZB Düsseldorf Süd;Bonner Str. 225;40589
MNFM100135565;Deutsche Leasing Fleet GmbH;Henkelstraße 67 ;40589
MN181863;Düsseldorf 12 (Gerresheim);Märkische Str. 58;40625
MN181875;Meerbusch 1;Moerser Str. 19;40667
MNFM100003160;Meerbusch 33;Claudiusstr. 19;40668
MN181871;Erkrath 5;Gruitener Str. 23;40699
MNFM100135692;Bäckerei Terbuyken GmbH Co. KG;Ludenberger Straße 14 ;40699
MN181872;Hilden 11;Poststr. 19 - 23;40721
MNFM100124687;WO/DO Hilden;Tannenweg 2;40723
MNFM100135570;Bäckerei - Konditorei Naber;Mühlenbachweg 9 ;40724
